split,source_session,image,label
train,_bee_20230609a,20230609a1782.jpg,20230609a1782.txt
train,_bee_20230609a,20230609a1788.jpg,20230609a1788.txt
train,_bee_20230609a,20230609a1794.jpg,20230609a1794.txt
train,_bee_20230609a,20230609a180.jpg,20230609a180.txt
train,_bee_20230609a,20230609a1800.jpg,20230609a1800.txt
train,_bee_20230609a,20230609a1806.jpg,20230609a1806.txt
train,_bee_20230609a,20230609a1812.jpg,20230609a1812.txt
train,_bee_20230609a,20230609a1818.jpg,20230609a1818.txt
train,_bee_20230609a,20230609a1824.jpg,20230609a1824.txt
train,_bee_20230609a,20230609a1830.jpg,20230609a1830.txt
train,_bee_20230609a,20230609a1836.jpg,20230609a1836.txt
train,_bee_20230609a,20230609a1842.jpg,20230609a1842.txt
train,_bee_20230609a,20230609a1848.jpg,20230609a1848.txt
train,_bee_20230609a,20230609a1854.jpg,20230609a1854.txt
train,_bee_20230609a,20230609a186.jpg,20230609a186.txt
train,_bee_20230609a,20230609a1860.jpg,20230609a1860.txt
train,_bee_20230609a,20230609a1866.jpg,20230609a1866.txt
train,_bee_20230609a,20230609a1872.jpg,20230609a1872.txt
train,_bee_20230609a,20230609a1878.jpg,20230609a1878.txt
train,_bee_20230609a,20230609a1884.jpg,20230609a1884.txt
train,_bee_20230609a,20230609a1890.jpg,20230609a1890.txt
train,_bee_20230609a,20230609a1896.jpg,20230609a1896.txt
train,_bee_20230609a,20230609a1902.jpg,20230609a1902.txt
train,_bee_20230609a,20230609a1908.jpg,20230609a1908.txt
train,_bee_20230609a,20230609a1914.jpg,20230609a1914.txt
train,_bee_20230609a,20230609a192.jpg,20230609a192.txt
train,_bee_20230609a,20230609a1920.jpg,20230609a1920.txt
train,_bee_20230609a,20230609a1926.jpg,20230609a1926.txt
train,_bee_20230609a,20230609a1932.jpg,20230609a1932.txt
train,_bee_20230609a,20230609a1938.jpg,20230609a1938.txt
train,_bee_20230609a,20230609a1944.jpg,20230609a1944.txt
train,_bee_20230609a,20230609a1950.jpg,20230609a1950.txt
train,_bee_20230609a,20230609a1956.jpg,20230609a1956.txt
train,_bee_20230609a,20230609a1962.jpg,20230609a1962.txt
train,_bee_20230609a,20230609a1968.jpg,20230609a1968.txt
train,_bee_20230609a,20230609a1974.jpg,20230609a1974.txt
train,_bee_20230609a,20230609a198.jpg,20230609a198.txt
train,_bee_20230609a,20230609a1980.jpg,20230609a1980.txt
train,_bee_20230609a,20230609a1986.jpg,20230609a1986.txt
train,_bee_20230609a,20230609a1992.jpg,20230609a1992.txt
train,_bee_20230609a,20230609a1998.jpg,20230609a1998.txt
train,_bee_20230609a,20230609a2004.jpg,20230609a2004.txt
train,_bee_20230609a,20230609a2010.jpg,20230609a2010.txt
train,_bee_20230609a,20230609a2016.jpg,20230609a2016.txt
train,_bee_20230609a,20230609a2022.jpg,20230609a2022.txt
train,_bee_20230609a,20230609a2028.jpg,20230609a2028.txt
train,_bee_20230609a,20230609a2034.jpg,20230609a2034.txt
train,_bee_20230609a,20230609a204.jpg,20230609a204.txt
train,_bee_20230609a,20230609a2040.jpg,20230609a2040.txt
train,_bee_20230609a,20230609a2046.jpg,20230609a2046.txt
train,_bee_20230609a,20230609a2052.jpg,20230609a2052.txt
train,_bee_20230609a,20230609a2058.jpg,20230609a2058.txt
train,_bee_20230609a,20230609a2064.jpg,20230609a2064.txt
train,_bee_20230609a,20230609a2070.jpg,20230609a2070.txt
train,_bee_20230609a,20230609a2076.jpg,20230609a2076.txt
train,_bee_20230609a,20230609a2082.jpg,20230609a2082.txt
train,_bee_20230609a,20230609a2088.jpg,20230609a2088.txt
train,_bee_20230609a,20230609a2094.jpg,20230609a2094.txt
train,_bee_20230609a,20230609a210.jpg,20230609a210.txt
train,_bee_20230609a,20230609a2100.jpg,20230609a2100.txt
train,_bee_20230609a,20230609a2106.jpg,20230609a2106.txt
train,_bee_20230609a,20230609a2112.jpg,20230609a2112.txt
train,_bee_20230609a,20230609a2118.jpg,20230609a2118.txt
train,_bee_20230609a,20230609a2124.jpg,20230609a2124.txt
train,_bee_20230609a,20230609a2130.jpg,20230609a2130.txt
train,_bee_20230609a,20230609a2136.jpg,20230609a2136.txt
train,_bee_20230609a,20230609a2142.jpg,20230609a2142.txt
train,_bee_20230609a,20230609a2148.jpg,20230609a2148.txt
train,_bee_20230609a,20230609a2154.jpg,20230609a2154.txt
train,_bee_20230609a,20230609a216.jpg,20230609a216.txt
train,_bee_20230609a,20230609a2160.jpg,20230609a2160.txt
train,_bee_20230609a,20230609a2166.jpg,20230609a2166.txt
train,_bee_20230609a,20230609a2172.jpg,20230609a2172.txt
train,_bee_20230609a,20230609a2178.jpg,20230609a2178.txt
train,_bee_20230609a,20230609a2184.jpg,20230609a2184.txt
train,_bee_20230609a,20230609a2190.jpg,20230609a2190.txt
train,_bee_20230609a,20230609a2196.jpg,20230609a2196.txt
train,_bee_20230609a,20230609a2202.jpg,20230609a2202.txt
train,_bee_20230609a,20230609a2208.jpg,20230609a2208.txt
train,_bee_20230609a,20230609a2214.jpg,20230609a2214.txt
train,_bee_20230609a,20230609a222.jpg,20230609a222.txt
train,_bee_20230609a,20230609a2220.jpg,20230609a2220.txt
train,_bee_20230609a,20230609a2226.jpg,20230609a2226.txt
train,_bee_20230609a,20230609a2232.jpg,20230609a2232.txt
train,_bee_20230609a,20230609a2238.jpg,20230609a2238.txt
train,_bee_20230609a,20230609a2244.jpg,20230609a2244.txt
train,_bee_20230609a,20230609a2250.jpg,20230609a2250.txt
train,_bee_20230609a,20230609a2256.jpg,20230609a2256.txt
train,_bee_20230609a,20230609a2262.jpg,20230609a2262.txt
train,_bee_20230609a,20230609a2268.jpg,20230609a2268.txt
train,_bee_20230609a,20230609a2274.jpg,20230609a2274.txt
train,_bee_20230609a,20230609a228.jpg,20230609a228.txt
train,_bee_20230609a,20230609a2280.jpg,20230609a2280.txt
train,_bee_20230609a,20230609a2286.jpg,20230609a2286.txt
train,_bee_20230609a,20230609a2292.jpg,20230609a2292.txt
train,_bee_20230609a,20230609a2298.jpg,20230609a2298.txt
train,_bee_20230609a,20230609a2304.jpg,20230609a2304.txt
train,_bee_20230609a,20230609a2310.jpg,20230609a2310.txt
train,_bee_20230609a,20230609a2316.jpg,20230609a2316.txt
train,_bee_20230609a,20230609a2322.jpg,20230609a2322.txt
train,_bee_20230609a,20230609a2328.jpg,20230609a2328.txt
train,_bee_20230609a,20230609a2334.jpg,20230609a2334.txt
train,_bee_20230609a,20230609a234.jpg,20230609a234.txt
train,_bee_20230609a,20230609a2340.jpg,20230609a2340.txt
train,_bee_20230609a,20230609a2346.jpg,20230609a2346.txt
train,_bee_20230609a,20230609a2352.jpg,20230609a2352.txt
train,_bee_20230609a,20230609a2358.jpg,20230609a2358.txt
train,_bee_20230609a,20230609a2364.jpg,20230609a2364.txt
train,_bee_20230609a,20230609a2370.jpg,20230609a2370.txt
train,_bee_20230609a,20230609a2376.jpg,20230609a2376.txt
train,_bee_20230609a,20230609a2382.jpg,20230609a2382.txt
train,_bee_20230609a,20230609a2388.jpg,20230609a2388.txt
train,_bee_20230609a,20230609a2394.jpg,20230609a2394.txt
train,_bee_20230609a,20230609a240.jpg,20230609a240.txt
train,_bee_20230609a,20230609a2400.jpg,20230609a2400.txt
train,_bee_20230609a,20230609a2406.jpg,20230609a2406.txt
train,_bee_20230609a,20230609a2412.jpg,20230609a2412.txt
train,_bee_20230609a,20230609a2418.jpg,20230609a2418.txt
train,_bee_20230609a,20230609a2424.jpg,20230609a2424.txt
train,_bee_20230609a,20230609a2430.jpg,20230609a2430.txt
train,_bee_20230609a,20230609a2436.jpg,20230609a2436.txt
train,_bee_20230609a,20230609a2442.jpg,20230609a2442.txt
train,_bee_20230609a,20230609a2448.jpg,20230609a2448.txt
train,_bee_20230609a,20230609a2454.jpg,20230609a2454.txt
train,_bee_20230609a,20230609a246.jpg,20230609a246.txt
train,_bee_20230609a,20230609a2460.jpg,20230609a2460.txt
train,_bee_20230609a,20230609a2466.jpg,20230609a2466.txt
train,_bee_20230609a,20230609a2472.jpg,20230609a2472.txt
train,_bee_20230609a,20230609a2478.jpg,20230609a2478.txt
train,_bee_20230609a,20230609a2484.jpg,20230609a2484.txt
train,_bee_20230609a,20230609a2490.jpg,20230609a2490.txt
train,_bee_20230609a,20230609a2496.jpg,20230609a2496.txt
train,_bee_20230609a,20230609a2502.jpg,20230609a2502.txt
train,_bee_20230609a,20230609a2508.jpg,20230609a2508.txt
train,_bee_20230609a,20230609a2514.jpg,20230609a2514.txt
train,_bee_20230609a,20230609a252.jpg,20230609a252.txt
train,_bee_20230609a,20230609a2520.jpg,20230609a2520.txt
train,_bee_20230609a,20230609a2526.jpg,20230609a2526.txt
train,_bee_20230609a,20230609a2532.jpg,20230609a2532.txt
train,_bee_20230609a,20230609a2538.jpg,20230609a2538.txt
train,_bee_20230609a,20230609a2544.jpg,20230609a2544.txt
train,_bee_20230609a,20230609a2550.jpg,20230609a2550.txt
train,_bee_20230609a,20230609a2556.jpg,20230609a2556.txt
train,_bee_20230609a,20230609a2562.jpg,20230609a2562.txt
train,_bee_20230609a,20230609a2568.jpg,20230609a2568.txt
train,_bee_20230609a,20230609a2574.jpg,20230609a2574.txt
train,_bee_20230609a,20230609a258.jpg,20230609a258.txt
train,_bee_20230609a,20230609a2580.jpg,20230609a2580.txt
train,_bee_20230609a,20230609a2586.jpg,20230609a2586.txt
train,_bee_20230609a,20230609a2592.jpg,20230609a2592.txt
train,_bee_20230609a,20230609a2598.jpg,20230609a2598.txt
train,_bee_20230609a,20230609a2604.jpg,20230609a2604.txt
train,_bee_20230609a,20230609a2610.jpg,20230609a2610.txt
train,_bee_20230609a,20230609a2616.jpg,20230609a2616.txt
train,_bee_20230609a,20230609a2622.jpg,20230609a2622.txt
train,_bee_20230609a,20230609a2628.jpg,20230609a2628.txt
train,_bee_20230609a,20230609a2634.jpg,20230609a2634.txt
train,_bee_20230609a,20230609a264.jpg,20230609a264.txt
train,_bee_20230609a,20230609a2640.jpg,20230609a2640.txt
train,_bee_20230609a,20230609a2646.jpg,20230609a2646.txt
train,_bee_20230609a,20230609a2652.jpg,20230609a2652.txt
train,_bee_20230609a,20230609a2658.jpg,20230609a2658.txt
train,_bee_20230609a,20230609a2664.jpg,20230609a2664.txt
train,_bee_20230609a,20230609a2670.jpg,20230609a2670.txt
train,_bee_20230609a,20230609a2676.jpg,20230609a2676.txt
train,_bee_20230609a,20230609a2682.jpg,20230609a2682.txt
train,_bee_20230609a,20230609a2688.jpg,20230609a2688.txt
train,_bee_20230609a,20230609a2694.jpg,20230609a2694.txt
train,_bee_20230609a,20230609a270.jpg,20230609a270.txt
train,_bee_20230609a,20230609a2700.jpg,20230609a2700.txt
train,_bee_20230609a,20230609a2706.jpg,20230609a2706.txt
train,_bee_20230609a,20230609a2712.jpg,20230609a2712.txt
train,_bee_20230609a,20230609a2718.jpg,20230609a2718.txt
train,_bee_20230609a,20230609a2724.jpg,20230609a2724.txt
train,_bee_20230609a,20230609a2730.jpg,20230609a2730.txt
train,_bee_20230609a,20230609a2736.jpg,20230609a2736.txt
train,_bee_20230609a,20230609a2742.jpg,20230609a2742.txt
train,_bee_20230609a,20230609a2748.jpg,20230609a2748.txt
train,_bee_20230609a,20230609a2754.jpg,20230609a2754.txt
train,_bee_20230609a,20230609a276.jpg,20230609a276.txt
train,_bee_20230609a,20230609a2760.jpg,20230609a2760.txt
train,_bee_20230609a,20230609a2766.jpg,20230609a2766.txt
train,_bee_20230609a,20230609a2772.jpg,20230609a2772.txt
train,_bee_20230609a,20230609a2778.jpg,20230609a2778.txt
train,_bee_20230609a,20230609a2784.jpg,20230609a2784.txt
train,_bee_20230609a,20230609a2790.jpg,20230609a2790.txt
train,_bee_20230609a,20230609a2796.jpg,20230609a2796.txt
train,_bee_20230609a,20230609a2802.jpg,20230609a2802.txt
train,_bee_20230609a,20230609a2808.jpg,20230609a2808.txt
train,_bee_20230609a,20230609a2814.jpg,20230609a2814.txt
train,_bee_20230609a,20230609a282.jpg,20230609a282.txt
train,_bee_20230609a,20230609a2820.jpg,20230609a2820.txt
train,_bee_20230609a,20230609a2826.jpg,20230609a2826.txt
train,_bee_20230609a,20230609a2832.jpg,20230609a2832.txt
train,_bee_20230609a,20230609a2838.jpg,20230609a2838.txt
train,_bee_20230609a,20230609a2844.jpg,20230609a2844.txt
train,_bee_20230609a,20230609a2850.jpg,20230609a2850.txt
train,_bee_20230609a,20230609a2856.jpg,20230609a2856.txt
train,_bee_20230609a,20230609a2862.jpg,20230609a2862.txt
train,_bee_20230609a,20230609a2868.jpg,20230609a2868.txt
train,_bee_20230609a,20230609a2874.jpg,20230609a2874.txt
train,_bee_20230609a,20230609a288.jpg,20230609a288.txt
train,_bee_20230609a,20230609a2880.jpg,20230609a2880.txt
train,_bee_20230609a,20230609a2886.jpg,20230609a2886.txt
train,_bee_20230609a,20230609a2892.jpg,20230609a2892.txt
train,_bee_20230609a,20230609a2898.jpg,20230609a2898.txt
train,_bee_20230609a,20230609a2904.jpg,20230609a2904.txt
train,_bee_20230609a,20230609a2910.jpg,20230609a2910.txt
train,_bee_20230609a,20230609a2916.jpg,20230609a2916.txt
train,_bee_20230609a,20230609a2922.jpg,20230609a2922.txt
train,_bee_20230609a,20230609a2928.jpg,20230609a2928.txt
train,_bee_20230609a,20230609a2934.jpg,20230609a2934.txt
train,_bee_20230609a,20230609a294.jpg,20230609a294.txt
train,_bee_20230609a,20230609a2940.jpg,20230609a2940.txt
train,_bee_20230609a,20230609a2946.jpg,20230609a2946.txt
train,_bee_20230609a,20230609a2952.jpg,20230609a2952.txt
train,_bee_20230609a,20230609a2958.jpg,20230609a2958.txt
train,_bee_20230609a,20230609a2964.jpg,20230609a2964.txt
train,_bee_20230609a,20230609a2970.jpg,20230609a2970.txt
train,_bee_20230609a,20230609a2976.jpg,20230609a2976.txt
train,_bee_20230609a,20230609a2982.jpg,20230609a2982.txt
train,_bee_20230609a,20230609a2988.jpg,20230609a2988.txt
train,_bee_20230609a,20230609a2994.jpg,20230609a2994.txt
train,_bee_20230609a,20230609a300.jpg,20230609a300.txt
train,_bee_20230609a,20230609a3000.jpg,20230609a3000.txt
train,_bee_20230609a,20230609a3006.jpg,20230609a3006.txt
train,_bee_20230609a,20230609a3012.jpg,20230609a3012.txt
train,_bee_20230609a,20230609a3018.jpg,20230609a3018.txt
train,_bee_20230609a,20230609a3024.jpg,20230609a3024.txt
train,_bee_20230609a,20230609a3030.jpg,20230609a3030.txt
train,_bee_20230609a,20230609a3036.jpg,20230609a3036.txt
train,_bee_20230609a,20230609a3042.jpg,20230609a3042.txt
train,_bee_20230609a,20230609a3048.jpg,20230609a3048.txt
train,_bee_20230609a,20230609a3054.jpg,20230609a3054.txt
train,_bee_20230609a,20230609a306.jpg,20230609a306.txt
train,_bee_20230609a,20230609a3060.jpg,20230609a3060.txt
train,_bee_20230609a,20230609a3066.jpg,20230609a3066.txt
train,_bee_20230609a,20230609a3072.jpg,20230609a3072.txt
train,_bee_20230609a,20230609a3078.jpg,20230609a3078.txt
train,_bee_20230609a,20230609a3084.jpg,20230609a3084.txt
train,_bee_20230609a,20230609a3090.jpg,20230609a3090.txt
train,_bee_20230609a,20230609a3096.jpg,20230609a3096.txt
train,_bee_20230609a,20230609a3102.jpg,20230609a3102.txt
train,_bee_20230609a,20230609a3108.jpg,20230609a3108.txt
train,_bee_20230609a,20230609a3114.jpg,20230609a3114.txt
train,_bee_20230609a,20230609a312.jpg,20230609a312.txt
train,_bee_20230609a,20230609a3120.jpg,20230609a3120.txt
train,_bee_20230609a,20230609a3126.jpg,20230609a3126.txt
train,_bee_20230609a,20230609a3132.jpg,20230609a3132.txt
train,_bee_20230609a,20230609a3138.jpg,20230609a3138.txt
train,_bee_20230609a,20230609a3144.jpg,20230609a3144.txt
train,_bee_20230609a,20230609a3150.jpg,20230609a3150.txt
train,_bee_20230609a,20230609a3156.jpg,20230609a3156.txt
train,_bee_20230609a,20230609a3162.jpg,20230609a3162.txt
train,_bee_20230609a,20230609a3168.jpg,20230609a3168.txt
train,_bee_20230609a,20230609a3174.jpg,20230609a3174.txt
train,_bee_20230609a,20230609a318.jpg,20230609a318.txt
train,_bee_20230609a,20230609a3180.jpg,20230609a3180.txt
train,_bee_20230609a,20230609a3186.jpg,20230609a3186.txt
train,_bee_20230609a,20230609a3192.jpg,20230609a3192.txt
train,_bee_20230609a,20230609a3198.jpg,20230609a3198.txt
train,_bee_20230609a,20230609a3204.jpg,20230609a3204.txt
train,_bee_20230609a,20230609a3210.jpg,20230609a3210.txt
train,_bee_20230609a,20230609a3216.jpg,20230609a3216.txt
train,_bee_20230609a,20230609a3222.jpg,20230609a3222.txt
train,_bee_20230609a,20230609a3228.jpg,20230609a3228.txt
train,_bee_20230609a,20230609a3234.jpg,20230609a3234.txt
train,_bee_20230609a,20230609a324.jpg,20230609a324.txt
train,_bee_20230609a,20230609a3240.jpg,20230609a3240.txt
train,_bee_20230609a,20230609a3246.jpg,20230609a3246.txt
train,_bee_20230609a,20230609a3252.jpg,20230609a3252.txt
train,_bee_20230609a,20230609a3258.jpg,20230609a3258.txt
train,_bee_20230609a,20230609a3264.jpg,20230609a3264.txt
train,_bee_20230609a,20230609a3270.jpg,20230609a3270.txt
train,_bee_20230609a,20230609a3276.jpg,20230609a3276.txt
train,_bee_20230609a,20230609a3282.jpg,20230609a3282.txt
train,_bee_20230609a,20230609a3288.jpg,20230609a3288.txt
train,_bee_20230609a,20230609a3294.jpg,20230609a3294.txt
train,_bee_20230609a,20230609a330.jpg,20230609a330.txt
train,_bee_20230609a,20230609a3300.jpg,20230609a3300.txt
train,_bee_20230609a,20230609a3306.jpg,20230609a3306.txt
train,_bee_20230609a,20230609a3312.jpg,20230609a3312.txt
train,_bee_20230609a,20230609a3318.jpg,20230609a3318.txt
train,_bee_20230609a,20230609a3324.jpg,20230609a3324.txt
train,_bee_20230609a,20230609a3330.jpg,20230609a3330.txt
train,_bee_20230609a,20230609a3336.jpg,20230609a3336.txt
train,_bee_20230609a,20230609a3342.jpg,20230609a3342.txt
train,_bee_20230609a,20230609a3348.jpg,20230609a3348.txt
train,_bee_20230609a,20230609a3354.jpg,20230609a3354.txt
train,_bee_20230609a,20230609a336.jpg,20230609a336.txt
train,_bee_20230609a,20230609a3360.jpg,20230609a3360.txt
train,_bee_20230609a,20230609a3366.jpg,20230609a3366.txt
train,_bee_20230609a,20230609a3372.jpg,20230609a3372.txt
train,_bee_20230609a,20230609a3378.jpg,20230609a3378.txt
train,_bee_20230609a,20230609a3384.jpg,20230609a3384.txt
train,_bee_20230609a,20230609a3390.jpg,20230609a3390.txt
